water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,establishing_agency,date_source_established,latitude,longitude,permanent,functioning,reason_for_non_functioning,management_type,wsc_date_of_establishment,cost_of_water_for_humans,name_of_operator,operator_contact_number,last_intervention_description,last_intervention_date
Dam,FGS Ministry of Energy and Water Resources,2022-04-25,Bakool,xudur,Saalax xabiib ,Buulow,,19/03/1941,4.12308,43.89745,yes,Yes,,Communal,,,,,,
Dam,Somaliland Ministry of Water Resources Development,2022-05-23,Togdheer,burco,Harada Gubatoxil Earth Dam,Harada Gubatoxil,Food and Agriculture Organisation of the UN,20/04/2019,8.7859,45.46681,no,No,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-14,Sool,las_caanood,Sixawle 4,Yigoori,United Nations Children's Fund,14/04/2017,8.7228551,47.0288079,yes,Yes,,Communal,14/04/2016,,,,14/04/2020,Solar installed generator pipelines
Borehole,Somaliland Ministry of Water Resources Development,2022-04-27,Sanaag,ceerigaabo,Dhaban dhige Borehole.,Dhumay,SMOWRM and Community.,29/03/2019,10.4347936,47.3716279,yes,Yes,,Private-Public-Partnership,,,,,,"Care International 
 1.Constructed pump house.
2. installation of sumbisable"
Borehole,Galmudug Ministry of Energy and Water Resources,2022-04-09,Mudug,galkayo,Tawakal,Bandiradley,International Committee of The Red Cross,04/08/1997,6.4833849,46.9369419,yes,Yes,,,,,,,solar,
Borehole,Galmudug Ministry of Energy and Water Resources,2022-03-28,Galgaduud,cabudwaaq,Shikh abdulahi borehole,Herale,Not specified,28/03/2008,6.0261629,45.9630325,yes,Yes,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-29,Woqooyi Galbeed,hargeisa,Faiza Sh.Madar borehole,Darusalam,Faiza Sh.Madar,28/03/2015,9.7846606,44.050708,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-11,Sool,las_caanood,Dhidinka 2,Dhidinka,Private,01/03/2007,8.529631,47.3298653,yes,Yes,,Private/Individual,,,,,11/04/2018,Construction of water tank
Spring,Puntland Ministry of Energy Minerals and Water,2022-02-28,Bari,qardho,Dhuudo spring,Dhuudo,Community,28/04/1900,9.3262517,50.2084952,yes,Yes,,Communal,,,,,15/07/2005,"Construction of reinforced concrete slab which protect the mouth of the spring., installation of submersible pump.
Construction of small elevated water tank. and water kiosks in the village.
"
Borehole,Somaliland Ministry of Water Resources Development,2022-04-27,Sanaag,ceerigaabo,"Masagan BoreHole
",Ceerigaabo,Islamic Relief,22/04/2018,10.4742467,47.431685,yes,Yes,,Communal,,,,,,0
Borehole,Somaliland Ministry of Water Resources Development,2022-04-23,Sanaag,laasqoray,Burhan Borehole2,Burhan,Islamic Development bank,23/02/2014,10.2110684,48.7747375,yes,Yes,,Communal,,,,,23/02/2019,1. New water tank building.
Borehole,Somaliland Ministry of Water Resources Development,2022-03-29,Togdheer,buuhoodle,Shasha cade,Shasha cade,Somaliland Ministry of Water Resources Development,02/03/2022,8.64965225569904,45.9524304606021,yes,Yes,,Communal,03/03/2022,,,,29/03/2022,Construction and establishment of this Borehole
Borehole,Somaliland Ministry of Water Resources Development,2022-04-23,Woqooyi Galbeed,gebiley,Xays borehole 1,Arabsiyo,Xays Mineral Water,22/08/2019,9.6729253,43.7663488,yes,Yes,,Private/Individual,,,,,,
Dam,FGS Ministry of Energy and Water Resources,2022-05-17,Lower Shabelle,wanla_weyn,Bulo Muqtar WC,Dhumayle ,Community_,12/01/1982,2.653056,44.97556,yes,Yes,,Communal,,,,,,
Dam,FGS Ministry of Energy and Water Resources,2022-04-25,Bakool,xudur,Gaduudey ,Madax waraabe ,TAADO,17/10/2017,4.13243,43.92656,yes,Yes,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-05-11,Togdheer,burco,Guryasamo IDP Borehole,Guryasammo IDP,United Nations Children's Fund,28/11/2019,9.36975023243576,45.521302241832,yes,Yes,,Utility/Local Authority,,,,,07/10/2021,"Supply and installation of submersible pump.
Supply and installation of Rising pipe.
Pipeline extension 550m
Construction of 3 water kiosks
Construction of 2 shoat troughs
Construction of camel throughs."
Borehole,Somaliland Ministry of Water Resources Development,2022-04-28,Woqooyi Galbeed,hargeisa,Ahmed Yusuf borehole,Darusalam,Ahmed Yusuf Matan,25/01/2014,9.8460622,44.0331471,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-23,Sanaag,laasqoray,Mindhicir borehole,Mindhicir,ACTED,19/11/2019,10.1220108,48.411471,yes,Yes,,Communal,,,,,15/04/2022,1. Pump replacement
Borehole,Galmudug Ministry of Energy and Water Resources,2022-04-09,Mudug,galkayo,Daarosalam,Bandiradley,zamzam foundation,20/11/2022,6.4620821,47.0007488,yes,Yes,,,,,,,not,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-28,Woqooyi Galbeed,hargeisa,Ilma Subeer borehole,Darusalam,Ilma Subeer,28/04/2021,9.8497044,44.0269539,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-24,Woqooyi Galbeed,gebiley,Mohamed dheere borehole,Arabsiyo,Mohamed  Dheere,20/05/2015,9.6536385,43.7708662,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-24,Woqooyi Galbeed,gebiley,Mustafe Essa borehole,Arabsiyo,Mustafe Essa,23/04/2018,9.6338099,43.7713959,yes,Yes,,Private/Individual,,,,,,
Borehole,Puntland Ministry of Energy Minerals and Water,2022-03-20,Bari,iskushuban,Baargal borehole 2,Baargaal,Community_,18/02/2021,11.2846495,51.0714189,yes,Yes,,Communal,21/08/1993,,,,,No intervention is performed because the borehole is new.
Spring,Somaliland Ministry of Water Resources Development,2022-05-03,Sanaag,ceel_afweyn,Ilad garood spring well,Ilad Garood,Oxfam UK,03/04/2021,10.1753182,47.1190234,yes,Yes,,Communal,,,,,03/01/2021,"1.Oxfarm
Contruction of water barier"
Borehole,Somaliland Ministry of Water Resources Development,2022-04-23,Sanaag,laasqoray,Burhan borehole1,Burhan,Islamic Development Bank,23/02/2019,10.2111755,48.7745456,yes,Yes,,Communal,,,,,21/04/2017,1. New water tank building.
Borehole,Somaliland Ministry of Water Resources Development,2022-04-29,Woqooyi Galbeed,hargeisa,Dahabshiil,Darusalam,Dahabshiil,28/06/2011,9.7945388,44.0526197,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-22,Woqooyi Galbeed,gebiley,Botor,Botor,Dp world,22/04/2022,9.69366,43.5150559,yes,Yes,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-07,Sool,las_caanood,Geel caseeye,Higlo,Private,07/04/2015,8.5646566,47.6841849,yes,Yes,,Communal,,,,,07/04/2019,Constructed water tank of capacity 48 qubic meter
Borehole,Somaliland Ministry of Water Resources Development,2022-04-22,Sanaag,laasqoray,Ceel buh borehole 4,Ceel buh,Community,22/04/2019,10.2415158,48.3253857,yes,Yes,,Communal,,,,,,0
Borehole,Somaliland Ministry of Water Resources Development,2022-05-10,Togdheer,burco,Ceelka Cali Naafto,Kabadheere Area,This is privately owned Borehole and was established by Chief caqil Ali Ibrahim (Naafto),09/02/2014,9.50154254212976,45.4492610413581,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-28,Woqooyi Galbeed,hargeisa,Abdiladif borehole,Darusalam,Abdiladif Husein maygag,25/06/2016,9.8101412,44.0437457,yes,Yes,,Private/Individual,,,,,,
Dam,Somaliland Ministry of Water Resources Development,2022-05-02,Sanaag,ceerigaabo,Karin Dam,Karin,Norwegian Refugee Council,01/05/2021,10.7343735,47.2958033,yes,Yes,,Communal,,,,,,0
Borehole,Somaliland Ministry of Water Resources Development,2022-04-22,Sanaag,ceerigaabo,Hadaftimo Borehole1,Hadaftimo,Norwegian Refugee Council,22/04/2020,10.7432996,48.1100426,yes,Yes,,Communal,,,,,,0
Borehole,Somaliland Ministry of Water Resources Development,2022-05-01,Woqooyi Galbeed,gebiley,Mustafe cabdi,Arabsiyo,Mustafe cabdi,01/01/2020,9.6803921,43.7345483,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-15,Woqooyi Galbeed,hargeisa,Arab borehole,Arabta borehole,Arab ,,9.8079715,44.3167045,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-03-31,Sool,caynabo,Cannabo3,Canabo3,Somaliland Ministry of Water Resources Development,11/02/2022,9.0144131,46.3876899,yes,Yes,,Communal,,,,,01/03/2022,Construction of new borehole
Borehole,Somaliland Ministry of Water Resources Development,2022-03-31,Sool,caynabo,Caynab borehole2,Caynabo,Somaliland Ministry of Water Resources Development,01/03/2022,9.0172064,46.3884904,yes,Yes,,Communal,,,,,01/03/2022,Construction of new borehole and Construction of Water reservoir and installation of pipelines
Borehole,Somaliland Ministry of Water Resources Development,2022-04-17,Sanaag,ceel_afweyn,Kalshiekh borehole1,,Somaliland Ministry of Water Resources Development,17/04/2016,10.0953168,47.1732402,yes,Yes,,Communal,,,,,,0
Borehole,Somaliland Ministry of Water Resources Development,2022-04-27,Sanaag,ceerigaabo,Yufle Bore hole,Ceerigabo,ACTED,,10.3767882,47.2369217,yes,Yes,,Communal,,,,,,0
Borehole,Galmudug Ministry of Energy and Water Resources,2022-04-09,Mudug,galkayo,Dagaari,Dagaari,china,05/02/1985,6.5483334,47.2745576,yes,Yes,,Communal,,,,,solar,
Borehole,Galmudug Ministry of Energy and Water Resources,2022-03-28,Galgaduud,cabudwaaq,zamzam,Herale,Moewr-Gs,24/11/2020,6.02924,45.9681462,yes,Yes,,Communal,,,,,No,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-27,Sanaag,ceerigaabo,Kaamdubad,Ceerigabo,,,10.3060649,47.3373942,yes,Yes,,Communal,,,,,,0
Spring,Somaliland Ministry of Water Resources Development,2022-05-07,Awdal,zeylac,Gala spr,Ali Gala,,,10.4591856,43.2662997,yes,Yes,,,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-15,Woqooyi Galbeed,hargeisa,Ina Faras borehole,Qudhaanjaale,Ina faras,15/04/2020,9.7998005,44.3161766,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-29,Sanaag,ceerigaabo,Daadcadmadare Borehole,Daadcad madare,Islamic Relief,28/02/2014,10.3109829,47.6696757,yes,Yes,,Private-Public-Partnership,,,,,29/04/2018,"Care international
Protection fence."
Spring,FGS Ministry of Energy and Water Resources,2022-04-19,Lower Shabelle,qoryooley,Warta Bada cas,Bula Sidow,Somalia Water and Land Information Management,08/02/1999,1.785405,44.5335957,yes,Yes,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-10,Sool,las_caanood,Ceel dibir borehole,Dhummay,Turkish Government,10/06/2020,8.2719715,47.0805151,yes,Yes,,Communal,10/03/2021,,,,,Nil
Borehole,Somaliland Ministry of Water Resources Development,2022-04-07,Sool,las_caanood,Gambadha borehole 2,Gambadha,Somaliland Ministry of Water Resources Development,07/04/2016,8.5715028,47.5966741,yes,Yes,,Communal,07/04/2016,,,,,
Dam,FGS Ministry of Energy and Water Resources,2022-04-25,Bakool,xudur,Biilale ,Biilale ,Community_,20/10/1979,4.10933,43.79739,yes,Yes,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-20,Sanaag,ceerigaabo,Borehole ceelqoray,Cerigabo,Community,15/01/2022,10.5780664,47.3914001,yes,Yes,,Private/Individual,,,,,,0
Borehole,Somaliland Ministry of Water Resources Development,2022-04-22,Sanaag,ceerigaabo,Hadaftimo2,Hadafitimo,Norwegian Refugee Council,22/04/2019,10.7384501,48.1133824,yes,Yes,,Communal,,,,,,O
Borehole,Somaliland Ministry of Water Resources Development,2022-04-29,Sanaag,ceerigaabo,Dhuur madare,Dhuur madare,Save the Children,25/02/2022,102041.4,474312.9,yes,Yes,,Communal,,,,,,0
Borehole,Puntland Ministry of Energy Minerals and Water,2022-03-01,Mudug,jariban,Buubi BH 2,Buubi,Community,01/03/2021,7.1359533,48.3888229,yes,Yes,,Communal,,,,,,
Spring,Somaliland Ministry of Water Resources Development,2022-05-09,Awdal,baki,Xamarta durdruka  cad spring,Xamarta hogeed,,,10.1283483,43.3682417,yes,Yes,,,,,,,,
Borehole,FGS Ministry of Energy and Water Resources,2022-04-25,Bakool,xudur,Bula jadiid ,Buulo jadiid ,Former Somali Government,15/07/1982,4.1208,43.89644,yes,Yes,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-11,Sool,las_caanood,Dhidinka borehole,Dhidinka,International Committee of The Red Cross,11/04/2015,8.5171179,47.3300951,yes,Yes,,Communal,11/04/2019,,,,14/11/2021,Solar installed. Pump  and cables and fencing also implemented 
Borehole,Galmudug Ministry of Energy and Water Resources,2022-04-11,Mudug,galkayo,Dayax,Boorancad,,,6.6581518,47.4320729,yes,Yes,,Communal,,,,,water tank,indivual
Dam,Somaliland Ministry of Water Resources Development,2022-04-21,Woqooyi Galbeed,gebiley,Geedbalaadh Dam,Geedbalaadh,,,9.4599474,43.441384,no,Yes,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-05-04,Awdal,borama,Shaaba 13,Amuud,Red Crescent Society for United Arab Emirates,30/10/2010,9.9286232,43.2456964,yes,Yes,,Private-Public-Partnership,,,,,,
Borehole,Puntland Ministry of Energy Minerals and Water,2022-03-05,Mudug,galkayo,Galkacayo water company BH 4,Galkacayo,Galkacyo water company,05/03/2012,6.7923229,47.4138098,yes,Yes,,Private-Public-Partnership,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-21,Sanaag,ceerigaabo,Shurko Bore hole,Shurko,Save the children,17/04/2021,10.7869898,47.7478702,yes,Yes,,Communal,,,,,,0
Dam,FGS Ministry of Energy and Water Resources,2022-04-25,Bakool,xudur,Gomoro,Gomoro ,Community_,19/10/1943,4.13098,43.94045,yes,Yes,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-15,Woqooyi Galbeed,hargeisa,Nura xusein borehole ,Dagu ,Nura xusen,14/05/2019,9.7787341,44.3511302,yes,Yes,,Private/Individual,,,,,,
Borehole,Galmudug Ministry of Energy and Water Resources,2022-03-19,Galgaduud,dhusa_marreb,Afwen,Afwen,Norwegian Refugee Council,17/02/2020,5.4874475,46.2089984,yes,Yes,,Communal,2021-10-17,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-15,Woqooyi Galbeed,hargeisa,Mohamed dheere borehole,Jaleelo ,Mohamed dheere,11/08/2020,9.7530626,44.3277406,yes,Yes,,Private/Individual,,,,,,
Borehole,Galmudug Ministry of Energy and Water Resources,2022-04-09,Mudug,galkayo,Zamzam,Bandiradley,Qatar charity & zamzam foundation,04/12/2016,6.4751854,46.9619897,yes,Yes,,Communal,,,,,water tank,
Dam,FGS Ministry of Energy and Water Resources,2022-04-25,Bakool,xudur,Aboore,Aboore,,19/04/1997,4.308,43.89923,yes,Yes,,Communal,,,,,,
Dam,FGS Ministry of Energy and Water Resources,2022-03-22,Bay,bur_hakaba,War waysay,Bamoola,Community,09/03/2005,0,0,no,No,Because the dam is dry ,Other,,,,,22-Mar-22,How the drought effected 
Borehole,Somaliland Ministry of Water Resources Development,2022-04-29,Woqooyi Galbeed,hargeisa,Dr.O. Askar borehole,Darusalam ,Dr. O.Askar,28/03/2020,9.8315265,44.0311623,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-28,Woqooyi Galbeed,hargeisa,Abdiqani borehole,Darusalam,Abdiqani,25/04/2017,9.8273053,44.0163543,yes,Yes,,Private/Individual,,,,,,No intervention carried out 
Dam,FGS Ministry of Energy and Water Resources,2022-04-25,Bakool,xudur,Galool,Tubey ,TAADO,19/05/2017,4.13468,43.84342,yes,Yes,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-05-07,Awdal,zeylac,Cabaas BH,Habaas,Not specified,06/03/2000,10.42591,42.82134,yes,Yes,,Communal,,,,,,
Spring,Puntland Ministry of Energy Minerals and Water,2022-03-28,Bari,iskushuban,Ufayn sare spring,Ufayn sare,Community_,22/06/2012,10.7955108,49.6675304,yes,Yes,,Communal,20/06/2012,,,,21/08/2019,Extention of distribution pipe lines
Dam,FGS Ministry of Energy and Water Resources,2022-04-22,Bakool,ceel_barde,Lowarey WC,Celbarde,not_specified,01/01/2014,4.80548,43.643035,no,Yes,,,,,,,,Deeping and fencing
Borehole,Somaliland Ministry of Water Resources Development,2022-04-19,Sanaag,ceerigaabo,Borehole Tirike,Cerigabo,Community,19/04/2022,10.5874689,47.359115,yes,Yes,,Private/Individual,,,,,,0
Borehole,FGS Ministry of Energy and Water Resources,2022-04-24,Bakool,waajid,Kulan Jareer,Kulan Jareer ,Community_,,3.895833,43.61364,yes,Yes,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-29,Woqooyi Galbeed,hargeisa,Zamzam Abdi Aden borehole,Darusalam,Zamzam Abdi Aden,27/03/2014,9.7800664,44.0498999,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-05-10,Togdheer,burco,Mohamed Sheikh Salah,Area Dooxa,Private,05/01/2017,9.55126835033298,45.4847898334265,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-19,Sanaag,ceerigaabo,Laaqiciya 1 bore hole,Cerigabo,Kuwait charity,01/04/2015,10.6436818,47.3037278,yes,Yes,,Communal,,,,,,0
Borehole,Somaliland Ministry of Water Resources Development,2022-04-18,Sanaag,ceerigaabo,Cerigabo Italian borehole,Cerigabo,Italian Government,18/03/1987,10.6342456,47.3516164,yes,Yes,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-05-10,Togdheer,burco,2,Kabadheere,Private,08/05/2015,9.50929802376777,45.4303938802332,yes,Yes,,Private/Individual,,,,,,
Dam,Somaliland Ministry of Water Resources Development,2022-04-18,Woqooyi Galbeed,hargeisa,Dhinbil riyale Dam,Dhinbil riyaale village,Community,,9.2713726,44.1116674,no,Yes,,Communal,,,,,15/01/2021,Desiltation
Dug well,Somaliland Ministry of Water Resources Development,2022-05-06,Awdal,zeylac,Ceel la helay Dug well,Ceel lahelay,Somaliland Ministry of Water Resources Development,04/08/2011,10.2950628,42.9605944,no,Yes,,Communal,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-05-22,Awdal,borama,Xayaat hospital Bh,Qaryada,Hayaat hospital,06/08/2013,9.9374168,43.2091313,yes,Yes,,,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-27,Woqooyi Galbeed,gebiley,SEED borehole,Huluuq,SEED.company,24/05/2019,9.6608472,43.7888411,yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland Ministry of Water Resources Development,2022-04-15,Woqooyi Galbeed,hargeisa,Aden Dalsan borehole,Dagu,Aden Dalsan,11/07/2014,9.7783277,44.3478464,yes,Yes,,Private/Individual,,,,,,No intervention carried out
